Baslik,Bellek,Disk.HDD,Disk.SSD,Ekran Boyutu,Fiyat,Foto,Islemci,Isletim Sistemi,Link,Marka,Model,Puan,Site
"MSI Gf63 Thın 11sc-049tr 15.6"",corei7-11800h,16gb Ram, Gtx1650 4gb, 512gb Ssd 2.100.08.0004 ",16 GB,512 GB,512 GB,"15,6 inç",31.0,https://cdn.dsmcdn.com/mnresize/128/192/ty400/product/media/images/20220416/10/92888551/450672049/1/1_org_zoom.jpg,Intel Core i7 11800H,Windows 10 Home,https://www.trendyol.com/msi/gf63-thin-11sc-049tr-15-6-corei7-11800h-16gb-ram-gtx1650-4gb-512gb-ssd-p-283314164?boutiqueId=613344&merchantId=105028,Msi,Belirtilmemiş,0,Trendyol
"LENOVO V14 Igl Intel Celeron N4020 4gb 1tb Hdd 512gb Ssd Uhd 600 Fdos 14"" Fhd 82c2001htx011 82C2001HTX011 ",4 GB,1 TB,512 GB,14 inç,6.458,https://cdn.dsmcdn.com/mnresize/128/192/ty532/product/media/images/20220914/12/175127536/569078820/1/1_org_zoom.jpg,Intel Celeron N4020,FreeDos,https://www.trendyol.com/lenovo/v14-igl-intel-celeron-n4020-4gb-1tb-hdd-512gb-ssd-uhd-600-fdos-14-fhd-82c2001htx011-p-353708673?boutiqueId=61&merchantId=114271,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad L3 15ıtl6 Celeron 6305 12gb 1tb+256b Ssd Freedos 15.6"" Fhd 82hl001xtx14 82HL001XTX14 ",12 GB,1 TB,256 GB,"15,6 inç",8.0,https://cdn.dsmcdn.com/mnresize/128/192/ty253/product/media/images/20211125/13/111711569/322339257/1/1_org_zoom.jpg,Intel Celeron 6305,FreeDos,https://www.trendyol.com/lenovo/ideapad-l3-15itl6-celeron-6305-12gb-1tb-256b-ssd-freedos-15-6-fhd-82hl001xtx14-p-196023320?boutiqueId=613344&merchantId=409439,Lenovo,Belirtilmemiş,0,Trendyol
"ASUS X515ja-ej2120a14 Intel Core I7 1065g7 16gb 1tb + 256gb Ssd Freedos 15.6"" Fhd EJ2120A14 ",16 GB,1 TB,256 GB,"15,6 inç",15.301,https://cdn.dsmcdn.com/mnresize/128/192/ty407/product/media/images/20220423/22/96755238/456442396/1/1_org_zoom.jpg,Intel Core i7 1065G7,FreeDos,https://www.trendyol.com/asus/x515ja-ej2120a14-intel-core-i7-1065g7-16gb-1tb-256gb-ssd-freedos-15-6-fhd-p-286882610?boutiqueId=613344&merchantId=155616,Asus,Belirtilmemiş,0,Trendyol
"HP 250g8 3z690es I5-1035g1 8gb 256gb Ssd + 1tb Mx130 2gb Vga 15,6 Win10 Pro HP 250G8 3Z690ES ",8 GB,1 TB,256 GB,"15,6 inç",16.0,https://cdn.dsmcdn.com/mnresize/128/192/ty172/product/media/images/20210910/17/128636048/239367071/1/1_org_zoom.jpg,Intel Core i5 1035G1,Windows 10 Home,https://www.trendyol.com/hp/250g8-3z690es-i5-1035g1-8gb-256gb-ssd-1tb-mx130-2gb-vga-15-6-win10-pro-p-141069818?boutiqueId=613344&merchantId=107365,HP,Belirtilmemiş,0,Trendyol
"LENOVO V14 82kc000qtx09 Ryzen3 5300u 12gb 1tb+512ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432I ",12 GB,1 TB,512 GB,14 inç,8.798,https://cdn.dsmcdn.com/mnresize/128/192/ty468/product/media/images/20220707/12/136509937/515980310/1/1_org_zoom.jpg,AMD Ryzen 3 5300U,FreeDos,https://www.trendyol.com/lenovo/v14-82kc000qtx09-ryzen3-5300u-12gb-1tb-512ssd-14-fullhd-freedos-tasinabilir-bilgisayar-p-322907296?boutiqueId=614908&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
sorbi Dell Nb Vostro 3510 N8004vn3510_u I5-1135g7 8gb 512ssd O/b 15.6'' Çanta Hediyeli ! So280 ,16 GB,512 GB,512 GB,"15,6 inç",12.0,https://cdn.dsmcdn.com/mnresize/128/192/ty562/product/media/images/20221013/15/192828604/595494590/1/1_org_zoom.jpg,Intel Core i5 1135G7,Windows 10 Home,https://www.trendyol.com/sorbi/dell-nb-vostro-3510-n8004vn3510-u-i5-1135g7-8gb-512ssd-o-b-15-6-canta-hediyeli-p-367671761?boutiqueId=61&merchantId=648837,sorbi,Belirtilmemiş,0,Trendyol
"ACER Travelmate P2 Tmp214-53g-75ub Nx.vpqey.003a5 I7-1165g7 32gb 1tb+512ssd Mx330 14"" Fullhd W10h Ta T14124E ",32 GB,1 TB,512 GB,14 inç,18.0,https://cdn.dsmcdn.com/mnresize/128/192/ty462/product/media/images/20220627/16/130747109/507534803/1/1_org_zoom.jpg,Intel Core i7 1165G7,Windows 10 Home,https://www.trendyol.com/acer/travelmate-p2-tmp214-53g-75ub-nx-vpqey-003a5-i7-1165g7-32gb-1tb-512ssd-mx330-14-fullhd-w10h-ta-p-317789813?boutiqueId=613344&merchantId=106664,Acer,Belirtilmemiş,0,Trendyol
LENOVO P15v G1 15.6 I7-10750h 32gb 512gb P620 4gb Win10p 3y Iş Istasyonu 20TQS0BC00 ,32 GB,512 GB,512 GB,"15,6 inç",59.0,https://cdn.dsmcdn.com/mnresize/128/192/ty493/product/media/images/20220728/14/151437321/530696308/1/1_org_zoom.jpg,Intel Core i7 10750H,Windows 10 Home,https://www.trendyol.com/lenovo/p15v-g1-15-6-i7-10750h-32gb-512gb-p620-4gb-win10p-3y-is-istasyonu-p-333080138?boutiqueId=613901&merchantId=164969,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad5 Pro/16"" Ryzen9-5900hx/32gb Ram/512gb Ssd/4gb Rtx 3050/wqxga 120hz/win 11 Laptop Gri 1222421 ",32 GB,512 GB,512 GB,16 inç,35.0,https://cdn.dsmcdn.com/mnresize/128/192/ty538/product/media/images/20220922/11/178375332/575186668/1/1_org_zoom.jpg,AMD Ryzen 9 5900HX,Windows 10 Home,https://www.trendyol.com/lenovo/ideapad5-pro-16-ryzen9-5900hx-32gb-ram-512gb-ssd-4gb-rtx-3050-wqxga-120hz-win-11-laptop-gri-p-356438813?boutiqueId=61&merchantId=275331,Lenovo,Belirtilmemiş,0,Trendyol
"Dell Latitude 3520 N027l3520a3 I7-1165g7 16gb 1tb+512ssd Mx350 15.6"" Fullhd Freedos Taşınabilir Bil T10075C ",16 GB,1 TB,512 GB,"15,6 inç",23.732,https://cdn.dsmcdn.com/mnresize/128/192/ty270/product/media/images/20211215/11/11484742/325096175/1/1_org_zoom.jpg,Intel Core i7 1165G7,FreeDos,https://www.trendyol.com/dell/latitude-3520-n027l3520a3-i7-1165g7-16gb-1tb-512ssd-mx350-15-6-fullhd-freedos-tasinabilir-bil-p-197998582?boutiqueId=613344&merchantId=106664,Dell,Belirtilmemiş,0,Trendyol
"LENOVO Thinkpad E15 Gen 2 Amd Ryzen 7 4700u 24gb 256gb Ssd + 1 Tb Ssd Freedos 15.6"" Fhd 20T8001STX6 ",24 GB,1 TB,256 GB,"15,6 inç",15.973,https://cdn.dsmcdn.com/mnresize/128/192/ty81/product/media/images/20210317/0/72807683/153939518/0/0_org_zoom.jpg,AMD Ryzen 7 4700U,FreeDos,https://www.trendyol.com/lenovo/thinkpad-e15-gen-2-amd-ryzen-7-4700u-24gb-256gb-ssd-1-tb-ssd-freedos-15-6-fhd-p-92357921?boutiqueId=613344&merchantId=107092,Lenovo,Belirtilmemiş,0,Trendyol
"Apple Macbook Pro 13.3"" M2 10c Gpu 8 Gb 512 Gb Ssd Uzay Grisi MBPro13M2256 ",8 GB,512 GB,512 GB,"13,3 inç",31.0,https://cdn.dsmcdn.com/mnresize/128/192/ty563/product/media/images/20221014/11/193283598/535512378/1/1_org_zoom.jpg,Apple M1 Max Belirtilmemiş,MacOs,https://www.trendyol.com/apple/macbook-pro-13-3-m2-10c-gpu-8-gb-512-gb-ssd-uzay-grisi-p-335850487?boutiqueId=61&merchantId=107092,Apple,Belirtilmemiş,0,Trendyol
"Apple Macbook Pro 13.3"" M2 Çip 10c Gpu 8 Gb 512gb Ssd Gümüş MBPro13M2256 ",8 GB,512 GB,512 GB,"13,3 inç",30.0,https://cdn.dsmcdn.com/mnresize/128/192/ty563/product/media/images/20221014/11/193279032/535511399/1/1_org_zoom.jpg,Apple M1 Max Belirtilmemiş,MacOs,https://www.trendyol.com/apple/macbook-pro-13-3-m2-cip-10c-gpu-8-gb-512gb-ssd-gumus-p-335849690?boutiqueId=61&merchantId=118442,Apple,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad Gaming 3 82k100kdtx08 I7-11390h 64gb 1tb+512ssd Rtx3050ti 15.6"" Fullhd Freedos Taşına T15714H ",64 GB,1 TB,512 GB,"15,6 inç",33.535,https://cdn.dsmcdn.com/mnresize/128/192/ty526/product/media/images/20220910/10/171483892/562047036/1/1_org_zoom.jpg,Intel Core i7 11390H,FreeDos,https://www.trendyol.com/lenovo/ideapad-gaming-3-82k100kdtx08-i7-11390h-64gb-1tb-512ssd-rtx3050ti-15-6-fullhd-freedos-tasina-p-350366690?boutiqueId=613901&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"HP Pavilion 15-ec2055nt 68n70ea02 Ryzen5 5600h 8gb 1tb+512ssd Rtx3050 15.6"" Fullhd W11h Taşınabilir T15548B ",8 GB,1 TB,512 GB,"15,6 inç",18.0,https://cdn.dsmcdn.com/mnresize/128/192/ty524/product/media/images/20220905/14/169387100/559295820/1/1_org_zoom.jpg,AMD Ryzen 5 5600H,Windows 10 Home,https://www.trendyol.com/hp/pavilion-15-ec2055nt-68n70ea02-ryzen5-5600h-8gb-1tb-512ssd-rtx3050-15-6-fullhd-w11h-tasinabilir-p-348811174?boutiqueId=613344&merchantId=106664,HP,Belirtilmemiş,0,Trendyol
"Chuwi Corebook X 14"" 2k Intel I5 8259u 8gb 512gb Ssd W10h Metal CoreBookX ",8 GB,512 GB,512 GB,14 inç,10.761,https://cdn.dsmcdn.com/mnresize/1200/1800/ty571/product/media/images/20221019/10/197053785/600405604/1/1_org_zoom.jpg,Intel Core i5 Belirtilmemiş,Windows 10 Home,https://www.trendyol.com/chuwi/corebook-x-14-2k-intel-i5-8259u-8gb-512gb-ssd-w10h-metal-p-370980325?boutiqueId=61&merchantId=114316,Chuwi,Belirtilmemiş,0,Trendyol
"ASUS K513ep-l1576t  I5-1135g7 8gb Ram 512gb Ssd Mx330 2gb Ekran Kartı 15.6"" Oled Full Hd Ekran Windows 1218704 ",8 GB,512 GB,512 GB,"15,6 inç",16.0,https://cdn.dsmcdn.com/mnresize/128/192/ty276/product/media/images/20211221/16/14548331/342192042/1/1_org_zoom.jpg,Intel Core i5 i5-1135G7,Windows 10 Home,https://www.trendyol.com/asus/k513ep-l1576t-i5-1135g7-8gb-ram-512gb-ssd-mx330-2gb-ekran-karti-15-6-oled-full-hd-ekran-windows-p-210667032?boutiqueId=613344&merchantId=121368,Asus,Belirtilmemiş,0,Trendyol
"LENOVO V14 G2 Alc Amd Ryzen 7 5700u 16 Gb 1 Tb Hdd 512 Gb Ssd Freedos 14"" Fhd 82kc004etx133 82KC004ETX133 ",16 GB,1 TB,512 GB,14 inç,13.806,https://cdn.dsmcdn.com/mnresize/128/192/ty511/product/media/images/20220820/13/163122283/548325214/1/1_org_zoom.jpg,AMD Ryzen 7 5700U,FreeDos,https://www.trendyol.com/lenovo/v14-g2-alc-amd-ryzen-7-5700u-16-gb-1-tb-hdd-512-gb-ssd-freedos-14-fhd-82kc004etx133-p-343389284?boutiqueId=614788&merchantId=114271,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad L3 81y30016tx01 I5-10210u 8gb 1tb+512ssd Mx130 15.6"" Hd W10h Taşınabilir Bilgisayar T16977A ",8 GB,1 TB,512 GB,"15,6 inç",12.0,https://cdn.dsmcdn.com/mnresize/128/192/ty558/product/media/images/20221012/18/191955946/594599294/1/1_org_zoom.jpg,Intel Core i5 10210U,Windows 10 Home,https://www.trendyol.com/lenovo/ideapad-l3-81y30016tx01-i5-10210u-8gb-1tb-512ssd-mx130-15-6-hd-w10h-tasinabilir-bilgisayar-p-366971613?boutiqueId=614908&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad Gaming 3 82k100cwtx02 I5-11300h 8gb 1tb+512ssd Rtx3050 15.6"" Fullhd Freedos Taşınabil T12874B ",8 GB,1 TB,512 GB,"15,6 inç",20.992,https://cdn.dsmcdn.com/mnresize/128/192/ty417/product/media/images/20220507/0/104354823/469153791/1/1_org_zoom.jpg,Intel Core i5 11300H,FreeDos,https://www.trendyol.com/lenovo/ideapad-gaming-3-82k100cwtx02-i5-11300h-8gb-1tb-512ssd-rtx3050-15-6-fullhd-freedos-tasinabil-p-294144065?boutiqueId=613901&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad 3 15ıtl6 82h80146tx I5-1135g7 8 Gb 1 Tb+256 Gb Ssd Mx350 15.6"" Full Hd Freedos TYC00400038817 ",8 GB,1 TB,256 GB,"15,6 inç",14.0,https://cdn.dsmcdn.com/mnresize/1200/1800/ty361/product/media/images/20220316/15/70812889/417411760/1/1_org_zoom.jpg,Intel Core i5 i5-1135G7,FreeDos,https://www.trendyol.com/lenovo/ideapad-3-15itl6-82h80146tx-i5-1135g7-8-gb-1-tb-256-gb-ssd-mx350-15-6-full-hd-freedos-p-262608690?boutiqueId=613344&merchantId=506832,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Gaming3 I7-11370h 16gb 1 Tbhdd+256 Gb Ssd 4 Gb Rtx3050 W10home 15,6"" 82k100cltx35 82K100CLTX35 ",16 GB,1 TB,256 GB,"15,6 inç",26.487,https://cdn.dsmcdn.com/mnresize/128/192/ty369/product/media/images/20220325/13/75858973/425544285/1/1_org_zoom.jpg,Intel Core i7 i7-11370H,Windows 10 Home,https://www.trendyol.com/lenovo/gaming3-i7-11370h-16gb-1-tbhdd-256-gb-ssd-4-gb-rtx3050-w10home-15-6-82k100cltx35-p-267160460?boutiqueId=613344&merchantId=107092,Lenovo,Belirtilmemiş,0,Trendyol
"ASUS Expertbook B1 B1500cepe-bq0834a8 I7-1165g7 24gb 1tb 512ssd Mx330 15.6"" Fullhd Freedos Taşınabil T14828H ",24 GB,1 TB,512 GB,"15,6 inç",19.772,https://cdn.dsmcdn.com/mnresize/128/192/ty496/product/media/images/20220803/18/154237865/535223116/1/1_org_zoom.jpg,Intel Core i7 1165G7,FreeDos,https://www.trendyol.com/asus/expertbook-b1-b1500cepe-bq0834a8-i7-1165g7-24gb-1tb-512ssd-mx330-15-6-fullhd-freedos-tasinabil-p-335627837?boutiqueId=613344&merchantId=106664,Asus,Belirtilmemiş,0,Trendyol
"LENOVO Thinkbook 15 I5 1135g7 16gb 512gb Ssd 1tb Hdd Mx450 15.6"" Fhd Freedos 20VE00FRTXS16 ",16 GB,1 TB,512 GB,"15,6 inç",18.0,https://cdn.dsmcdn.com/mnresize/128/192/ty329/product/media/images/20220210/17/48146600/384532340/1/1_org_zoom.jpg,Intel Core i5 1135G7,FreeDos,https://www.trendyol.com/lenovo/thinkbook-15-i5-1135g7-16gb-512gb-ssd-1tb-hdd-mx450-15-6-fhd-freedos-p-239383347?boutiqueId=613344&merchantId=107204,Lenovo,Belirtilmemiş,0,Trendyol
"Dell I7 1165g7 16g 256gb Ssd 1tb Hdd Mx350 15.6"" Fd N8062vn3510_u NOTDELL186690 ",16 GB,1 TB,256 GB,"15,6 inç",18.999,https://cdn.dsmcdn.com/mnresize/128/192/ty296/product/media/images/20220113/17/26212752/358068040/1/1_org_zoom.jpg,Intel Core i7 1165G7,FreeDos,https://www.trendyol.com/dell/i7-1165g7-16g-256gb-ssd-1tb-hdd-mx350-15-6-fd-n8062vn3510-u-p-221214806?boutiqueId=613344&merchantId=112319,Dell,Belirtilmemiş,0,Trendyol
"Dell Vostro 3510 Fb1165f1612n I7-1165g7 16gb Ram 1tb+256gb Ssd 2gb Vga 15.6"" Fullhd Notebook FB1165F1612N ",16 GB,1 TB,256 GB,"15,6 inç",18.0,https://cdn.dsmcdn.com/mnresize/128/192/ty460/product/media/images/20220624/16/129558691/505931902/1/1_org_zoom.jpg,Intel Core i7 1165G7,Ubuntu,https://www.trendyol.com/dell/vostro-3510-fb1165f1612n-i7-1165g7-16gb-ram-1tb-256gb-ssd-2gb-vga-15-6-fullhd-notebook-p-316890503?boutiqueId=613344&merchantId=133639,Dell,Belirtilmemiş,0,Trendyol
"LENOVO V50a 11fk005rtx Aıo I7-10700t 16gb 1tb+256gb Ssd 2gb Radeon 23.8"" Fdos Bilgisayar 11FK005RTX ",16 GB,1 TB,256 GB,"18,4 inç",23.499,https://cdn.dsmcdn.com/mnresize/128/192/ty333/product/media/images/20220218/12/53003635/180237619/1/1_org_zoom.jpg,Intel Core i7 10700T,FreeDos,https://www.trendyol.com/lenovo/v50a-11fk005rtx-aio-i7-10700t-16gb-1tb-256gb-ssd-2gb-radeon-23-8-fdos-bilgisayar-p-110361128?boutiqueId=613344&merchantId=114271,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad L3 I5-10210u 8 Gb 256 Gb Ssd + 1 Tb Hdd Nvıdıa Geforce Mx130 2gb 15.6"" Hd Notebook LENOVO Ideapad L3 i5-10210U 8 GB ",8 GB,1 TB,256 GB,"15,6 inç",11.0,https://cdn.dsmcdn.com/mnresize/128/192/ty236/product/media/images/20211109/16/172256080/299952883/1/1_org_zoom.jpg,Intel Core i5 1035G1,Windows 10 Home,https://www.trendyol.com/lenovo/ideapad-l3-i5-10210u-8-gb-256-gb-ssd-1-tb-hdd-nvidia-geforce-mx130-2gb-15-6-hd-notebook-p-183247537?boutiqueId=614908&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO V14 Igl Intel Celeron N4020 4gb 1tb Hdd 256gb Ssd Uhd 600 Fdos 14"" Fhd 82c2001htx009 82C2001HTX009 ",4 GB,1 TB,256 GB,14 inç,5.83,https://cdn.dsmcdn.com/mnresize/128/192/ty533/product/media/images/20220914/10/175093181/569027319/1/1_org_zoom.jpg,Intel Celeron N4020,FreeDos,https://www.trendyol.com/lenovo/v14-igl-intel-celeron-n4020-4gb-1tb-hdd-256gb-ssd-uhd-600-fdos-14-fhd-82c2001htx009-p-353678887?boutiqueId=613901&merchantId=114271,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO V15 G2 Itl I3-1115g4 8gb 1 Tb+512gb Ssd 15.6"" Dos Fhd Dizüstü Bilgisayar 82kb0008tx035 82KB0008TX035 ",8 GB,1 TB,512 GB,"15,6 inç",10.476,https://cdn.dsmcdn.com/mnresize/128/192/ty504/product/media/images/20220812/11/158436268/542212428/1/1_org_zoom.jpg,Intel Core i3 1115G4,Windows 10 Home,https://www.trendyol.com/lenovo/v15-g2-itl-i3-1115g4-8gb-1-tb-512gb-ssd-15-6-dos-fhd-dizustu-bilgisayar-82kb0008tx035-p-339201387?boutiqueId=613344&merchantId=114271,Lenovo,Belirtilmemiş,0,Trendyol
"ASUS X515ja-ej2120a15 Intel Core I7 1065g7 16gb 1tb + 512gb Ssd Freedos 15.6"" Fhd EJ2120A15 ",16 GB,1 TB,512 GB,"15,6 inç",15.823,https://cdn.dsmcdn.com/mnresize/128/192/ty405/product/media/images/20220423/22/96755227/456442388/1/1_org_zoom.jpg,Intel Core i7 1065G7,FreeDos,https://www.trendyol.com/asus/x515ja-ej2120a15-intel-core-i7-1065g7-16gb-1tb-512gb-ssd-freedos-15-6-fhd-p-286882602?boutiqueId=613344&merchantId=155616,Asus,Belirtilmemiş,0,Trendyol
"Dell Inspiron 3511 Intel Core I5 1135g7 16gb 1tb + 256gb Ssd Windows 10 Home 15.6"" F35obf821na31 F35OBF821NA31 ",16 GB,1 TB,256 GB,"15,6 inç",13.45,https://cdn.dsmcdn.com/mnresize/128/192/ty340/product/media/images/20220223/16/57417164/396263118/1/1_org_zoom.jpg,Intel Core i5 1135G7,Windows 10 Home,https://www.trendyol.com/dell/inspiron-3511-intel-core-i5-1135g7-16gb-1tb-256gb-ssd-windows-10-home-15-6-f35obf821na31-p-247662396?boutiqueId=613344&merchantId=155616,Dell,Belirtilmemiş,0,Trendyol
"ASUS ExpertBook P2451FA-EB3317A8 i5-10210U 16GB 1TB+256SSD 14"" FullHD FreeDOS Taşınabilir Bilgisayar T13345H ",16 GB,1 TB,256 GB,14 inç,13.0,https://cdn.dsmcdn.com/mnresize/128/192/ty438/product/media/images/20220525/12/116128847/487194761/1/1_org_zoom.jpg,Intel Core i5 10210U,FreeDos,https://www.trendyol.com/asus/expertbook-p2451fa-eb3317a8-i5-10210u-16gb-1tb-256ssd-14-fullhd-freedos-tasinabilir-bilgisayar-p-305087076?boutiqueId=613344&merchantId=106664,Asus,Belirtilmemiş,0,Trendyol
"LENOVO Gaming3 I7-11370h 16gb 1 Tbhdd+512 Gb Ssd 4 Gb Rtx3050 W10pro15,6"" 82k100cltx75 82K100CLTX75 ",16 GB,1 TB,512 GB,"15,6 inç",28.121,https://cdn.dsmcdn.com/mnresize/128/192/ty369/product/media/images/20220325/13/75858576/425543740/1/1_org_zoom.jpg,Intel Core i7 i7-11370H,Windows 10 Home,https://www.trendyol.com/lenovo/gaming3-i7-11370h-16gb-1-tbhdd-512-gb-ssd-4-gb-rtx3050-w10pro15-6-82k100cltx75-p-267160063?boutiqueId=613344&merchantId=107092,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO V14 82kc000qtx12 Ryzen3 5300u 20gb 1tb+512ssd 14"" Fullhd Freedos Taşınabilir Bilgisayar T14432L ",20 GB,1 TB,512 GB,14 inç,9.0,https://cdn.dsmcdn.com/mnresize/128/192/ty469/product/media/images/20220707/13/136513318/515986717/1/1_org_zoom.jpg,AMD Ryzen 3 5300U,FreeDos,https://www.trendyol.com/lenovo/v14-82kc000qtx12-ryzen3-5300u-20gb-1tb-512ssd-14-fullhd-freedos-tasinabilir-bilgisayar-p-322910222?boutiqueId=614908&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad L3 15ıtl6 Celeron 6305 8gb 1tb+256b Ssd Freedos 15.6"" Fhd 82hl001xtx13 82HL001XTX13 ",8 GB,1 TB,256 GB,"15,6 inç",8.0,https://cdn.dsmcdn.com/mnresize/128/192/ty259/product/media/images/20211201/11/2540190/326951923/1/1_org_zoom.jpg,Intel Celeron 6305,FreeDos,https://www.trendyol.com/lenovo/ideapad-l3-15itl6-celeron-6305-8gb-1tb-256b-ssd-freedos-15-6-fhd-82hl001xtx13-p-199376058?boutiqueId=613344&merchantId=409439,Lenovo,Belirtilmemiş,0,Trendyol
LENOVO 20v30010tx I5-10300h 8g 512g 15.6 Dos 4gb NTBLENTB15V30010 ,8 GB,512 GB,512 GB,14 inç,20.0,https://cdn.dsmcdn.com/mnresize/128/192/ty513/product/media/images/20220823/13/164373190/550632981/1/1_org_zoom.jpg,Intel Core i5 10300H,FreeDos,https://www.trendyol.com/lenovo/20v30010tx-i5-10300h-8g-512g-15-6-dos-4gb-p-344488549?boutiqueId=613901&merchantId=299342,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad Gaming 3 82k100cstx02 I5-11300h 16gb 1tb+512ssd Rtx3050ti 15.6"" Fullhd Freedos Taşına T16872B ",16 GB,1 TB,512 GB,"15,6 inç",25.0,https://cdn.dsmcdn.com/mnresize/128/192/ty560/product/media/images/20221012/18/191954051/594595641/1/1_org_zoom.jpg,Intel Core i5 11300H,FreeDos,https://www.trendyol.com/lenovo/ideapad-gaming-3-82k100cstx02-i5-11300h-16gb-1tb-512ssd-rtx3050ti-15-6-fullhd-freedos-tasina-p-366969763?boutiqueId=614908&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad Gaming 3 82k201p5tx05 Ryzen5 5600h 32gb 1tb+512ssd Rtx3050 15.6"" Fullhd W11h Taşınabi T15201E ",32 GB,1 TB,512 GB,"15,6 inç",23.69,https://cdn.dsmcdn.com/mnresize/128/192/ty516/product/media/images/20220827/17/166368201/554148674/1/1_org_zoom.jpg,AMD Ryzen 5 5600H,Windows 10 Home,https://www.trendyol.com/lenovo/ideapad-gaming-3-82k201p5tx05-ryzen5-5600h-32gb-1tb-512ssd-rtx3050-15-6-fullhd-w11h-tasinabi-p-346277818?boutiqueId=613901&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Gaming3 I7-11370h 32gb 1 Tbhdd+512 Gb Ssd 4 Gb Rtx3050 W10home 15,6"" 82k100cltx44 82K100CLTX44 ",32 GB,1 TB,512 GB,"15,6 inç",28.696,https://cdn.dsmcdn.com/mnresize/128/192/ty369/product/media/images/20220325/13/75855630/425539293/1/1_org_zoom.jpg,Intel Core i7 i7-11370H,Windows 10 Home,https://www.trendyol.com/lenovo/gaming3-i7-11370h-32gb-1-tbhdd-512-gb-ssd-4-gb-rtx3050-w10home-15-6-82k100cltx44-p-267157209?boutiqueId=613344&merchantId=107092,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad Gaming 3 82k201p5tx02 Ryzen5 5600h 16gb 1tb+512ssd Rtx3050 15.6"" Fullhd W11h Taşınabi T15201B ",16 GB,1 TB,512 GB,"15,6 inç",22.459,https://cdn.dsmcdn.com/mnresize/128/192/ty516/product/media/images/20220827/14/166336423/554052118/1/1_org_zoom.jpg,AMD Ryzen 5 5600H,Windows 10 Home,https://www.trendyol.com/lenovo/ideapad-gaming-3-82k201p5tx02-ryzen5-5600h-16gb-1tb-512ssd-rtx3050-15-6-fullhd-w11h-tasinabi-p-346243733?boutiqueId=613344&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO V17 G2 Intel Core I5 1135g7 8gb 1tb+256gb Ssd Freedos 17.3"" Fhd 82nx00f5tx01 82NX00F5TX01 ",8 GB,1 TB,256 GB,"17,3 inç",18.029,https://cdn.dsmcdn.com/mnresize/128/192/ty484/product/media/images/20220720/14/146751653/524555889/1/1_org_zoom.jpg,Intel Core i5 1135G7,FreeDos,https://www.trendyol.com/lenovo/v17-g2-intel-core-i5-1135g7-8gb-1tb-256gb-ssd-freedos-17-3-fhd-82nx00f5tx01-p-329718291?boutiqueId=613344&merchantId=106536,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Ideapad Gaming 3 82k201p5tx01 Ryzen5 5600h 16gb 1tbssd Rtx3050 15.6"" Fullhd W11h Taşınabilir T15201A ",16 GB,1 TB,512 GB,"15,6 inç",22.356,https://cdn.dsmcdn.com/mnresize/128/192/ty516/product/media/images/20220827/14/166337900/554054427/1/1_org_zoom.jpg,AMD Ryzen 5 5600H,Windows 10 Home,https://www.trendyol.com/lenovo/ideapad-gaming-3-82k201p5tx01-ryzen5-5600h-16gb-1tbssd-rtx3050-15-6-fullhd-w11h-tasinabilir-p-346245178?boutiqueId=614908&merchantId=106664,Lenovo,Belirtilmemiş,0,Trendyol
"LENOVO Flex 5/ryzen 7 5700u/16gb Ram/512 Gb Ssd/14"" Full Hd/win 11 Home/82hu011ctx Laptop Gri 1223105 ",16 GB,512 GB,512 GB,14 inç,22.0,https://cdn.dsmcdn.com/mnresize/128/192/ty569/product/media/images/20221018/12/196523440/599714886/1/1_org_zoom.jpg,AMD Ryzen 7 5700U,Windows 10 Home,https://www.trendyol.com/lenovo/flex-5-ryzen-7-5700u-16gb-ram-512-gb-ssd-14-full-hd-win-11-home-82hu011ctx-laptop-gri-p-370489744?boutiqueId=61&merchantId=275331,Lenovo,Belirtilmemiş,0,Trendyol
